seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic,biomass_weight_g,seed_weight_g,husk_number,seed_number,total_area,total_leaf_weight_g,total_SLA,fertility,exotic_species_code,total_density
2234,ABAR,C,C53,8,C53-8,NA,23/09/2016,12/12/2016,80,0,1,0.1068,0.0308,12,6,7.279,0.0136,535.2205882352941,MED,ABAR,12
2235,ABAR,C,C53,9,C53-9,NA,23/09/2016,12/12/2016,80,0,1,0.2104,0.0212,8,4,NA,NA,NA,MED,ABAR,12
2236,ABAR,C,C53,10,C53-10,NA,23/09/2016,12/12/2016,80,0,1,0.0923,0.0043,NA,NA,NA,NA,NA,MED,ABAR,12
2237,ABAR,C,C53,11,C53-11,NA,23/09/2016,12/12/2016,80,0,1,0.176,0.0068,NA,NA,NA,NA,NA,MED,ABAR,12
2238,ABAR,C,C53,12,C53-12,NA,23/09/2016,12/12/2016,80,0,1,0.2507,0.0325,6,3,NA,NA,NA,MED,ABAR,12
2239,ABAR,C,C54,1,C54-1,NA,23/09/2016,12/12/2016,80,0,1,0.3938,0.0044,NA,NA,NA,NA,NA,HIGH,ABAR,11
2240,ABAR,C,C54,2,C54-2,NA,23/09/2016,12/12/2016,80,0,1,0.2328,0.0513,10,5,NA,NA,NA,HIGH,ABAR,11
2241,ABAR,C,C54,3,C54-3,NA,23/09/2016,12/12/2016,80,0,1,0.1634,0.0144,2,1,NA,NA,NA,HIGH,ABAR,11
2242,ABAR,C,C54,4,C54-4,NA,23/09/2016,12/12/2016,80,0,1,0.3313,0.0894,18,9,2.5490000000000004,0.0072,354.02777777777783,HIGH,ABAR,11
2243,ABAR,C,C54,5,C54-5,NA,23/09/2016,12/12/2016,80,0,1,0.0921,0.0078,NA,NA,NA,NA,NA,HIGH,ABAR,11
2244,ABAR,C,C54,6,C54-6,NA,23/09/2016,12/12/2016,80,0,1,0.2741,0.0396,8,4,NA,NA,NA,HIGH,ABAR,11
2246,ABAR,C,C54,8,C54-8,NA,23/09/2016,12/12/2016,80,0,1,0.171,0.0192,NA,NA,NA,NA,NA,HIGH,ABAR,11
2247,ABAR,C,C54,9,C54-9,NA,23/09/2016,12/12/2016,80,0,1,0.2251,0.0592,20,10,NA,NA,NA,HIGH,ABAR,11
2248,ABAR,C,C54,10,C54-10,NA,23/09/2016,12/12/2016,80,0,1,0.1743,0.0135,NA,NA,NA,NA,NA,HIGH,ABAR,11
2249,ABAR,C,C54,11,C54-11,NA,23/09/2016,12/12/2016,80,0,1,0.1881,0.0278,4,2,NA,NA,NA,HIGH,ABAR,11
2250,ABAR,C,C54,12,C54-12,NA,23/09/2016,12/12/2016,80,0,1,0.2571,0.0436,12,6,NA,NA,NA,HIGH,ABAR,11
2255,ABAR,C,C55,5,C55-5,NA,23/09/2016,12/12/2016,80,0,1,0.225,0.0336,12,6,4.932,0.0108,456.6666666666667,LOW,ABAR,5
2256,ABAR,C,C55,6,C55-6,NA,23/09/2016,12/12/2016,80,0,1,0.1303,0.0935,12,6,NA,NA,NA,LOW,ABAR,5
2260,ABAR,C,C56,4,C56-4,NA,23/09/2016,12/12/2016,80,0,1,0.3207,0.0154,6,3,9.315999999999999,0.021,443.61904761904754,MED,ABAR,6
2261,ABAR,C,C56,5,C56-5,NA,23/09/2016,12/12/2016,80,0,1,0.2003,0.0519,16,8,NA,NA,NA,MED,ABAR,6
2262,ABAR,C,C56,6,C56-6,NA,23/09/2016,12/12/2016,80,0,1,0.3074,0.0309,4,2,NA,NA,NA,MED,ABAR,6
2264,ABAR,C,C57,2,C57-2,NA,23/09/2016,13/12/2016,81,0,1,0.5434,0.0378,8,4,NA,NA,NA,HIGH,ABAR,6
2265,ABAR,C,C57,3,C57-3,NA,23/09/2016,13/12/2016,81,0,1,0.3085,0.0475,12,6,NA,NA,NA,HIGH,ABAR,6
2266,ABAR,C,C57,4,C57-4,NA,23/09/2016,13/12/2016,81,0,1,0.7241,0.0688,14,7,NA,NA,NA,HIGH,ABAR,6
2269,ABAR,C,C58,1,C58-1,NA,23/09/2016,12/12/2016,80,0,1,0.0587,0.0237,6,3,NA,NA,NA,LOW,ABAR,9
2270,ABAR,C,C58,2,C58-2,NA,23/09/2016,12/12/2016,80,0,1,0.0447,0.0119,4,2,NA,NA,NA,LOW,ABAR,9
2271,ABAR,C,C58,3,C58-3,NA,23/09/2016,12/12/2016,80,0,1,0.099,0.0039,NA,NA,NA,NA,NA,LOW,ABAR,9
2272,ABAR,C,C58,4,C58-4,NA,23/09/2016,12/12/2016,80,0,1,0.092,0.0302,8,4,NA,NA,NA,LOW,ABAR,9
2274,ABAR,C,C58,6,C58-6,NA,23/09/2016,12/12/2016,80,0,1,0.1305,0.0043,NA,NA,NA,NA,NA,LOW,ABAR,9
2275,ABAR,C,C58,7,C58-7,NA,23/09/2016,12/12/2016,80,0,1,0.1185,0.0218,8,4,NA,NA,NA,LOW,ABAR,9
2278,ABAR,C,C59,1,C59-1,NA,23/09/2016,12/12/2016,80,0,1,0.2421,0.0288,8,4,NA,NA,NA,MED,ABAR,8
2282,ABAR,C,C59,5,C59-5,NA,23/09/2016,12/12/2016,80,0,1,0.087,0.017,2,1,NA,NA,NA,MED,ABAR,8
2283,ABAR,C,C59,6,C59-6,NA,23/09/2016,12/12/2016,80,0,1,0.2614,0.0171,2,1,NA,NA,NA,MED,ABAR,8
2284,ABAR,C,C59,7,C59-7,NA,23/09/2016,12/12/2016,80,0,1,0.1463,0.022,10,5,NA,NA,NA,MED,ABAR,8
2285,ABAR,C,C59,8,C59-8,NA,23/09/2016,12/12/2016,80,0,1,0.2642,0.0113,NA,NA,NA,NA,NA,MED,ABAR,8
2286,ABAR,C,C59,9,C59-9,NA,23/09/2016,12/12/2016,80,0,1,0.2284,0.0858,14,7,NA,NA,NA,MED,ABAR,8
2287,ABAR,C,C60,1,C60-1,NA,23/09/2016,12/12/2016,80,0,1,0.2995,0.0271,6,3,NA,NA,NA,HIGH,ABAR,8
2288,ABAR,C,C60,2,C60-2,NA,23/09/2016,12/12/2016,80,0,1,0.436,0.1452,22,11,NA,NA,NA,HIGH,ABAR,8
2290,ABAR,C,C60,4,C60-4,NA,23/09/2016,12/12/2016,80,0,1,0.3609,0.0507,8,4,NA,NA,NA,HIGH,ABAR,8
2291,ABAR,C,C60,5,C60-5,NA,23/09/2016,12/12/2016,80,0,1,0.5036,0.0508,12,6,NA,NA,NA,HIGH,ABAR,8
2292,ABAR,C,C60,6,C60-6,NA,23/09/2016,12/12/2016,80,0,1,0.3053,0.0338,6,3,NA,NA,NA,HIGH,ABAR,8
2293,ABAR,C,C60,7,C60-7,NA,23/09/2016,12/12/2016,80,0,1,0.8075,0.0344,6,3,NA,NA,NA,HIGH,ABAR,8
2296,ABAR,C,C61,1,C61-1,NA,23/09/2016,13/12/2016,81,0,1,0.0414,0.0076,4,2,NA,NA,NA,LOW,ABAR,12
2298,ABAR,C,C61,3,C61-3,NA,23/09/2016,13/12/2016,81,0,1,0.0658,0.0057,2,1,NA,NA,NA,LOW,ABAR,12
2299,ABAR,C,C61,4,C61-4,NA,23/09/2016,13/12/2016,81,0,1,0.098,0.003,NA,NA,NA,NA,NA,LOW,ABAR,12
2301,ABAR,C,C61,6,C61-6,NA,23/09/2016,13/12/2016,81,0,1,0.0768,0.0033,NA,NA,NA,NA,NA,LOW,ABAR,12
2302,ABAR,C,C61,7,C61-7,NA,23/09/2016,13/12/2016,81,0,1,0.0148,0.0028,2,1,NA,NA,NA,LOW,ABAR,12
2303,ABAR,C,C61,8,C61-8,NA,23/09/2016,13/12/2016,81,0,1,0.069,0.0062,2,1,NA,NA,NA,LOW,ABAR,12
2304,ABAR,C,C61,9,C61-9,NA,23/09/2016,13/12/2016,81,0,1,0.0436,0.0014,NA,NA,NA,NA,NA,LOW,ABAR,12
2305,ABAR,C,C61,10,C61-10,NA,23/09/2016,13/12/2016,81,0,1,0.047,0.0075,4,2,NA,NA,NA,LOW,ABAR,12
2307,ABAR,C,C61,12,C61-12,NA,23/09/2016,13/12/2016,81,0,1,0.0585,0.002,NA,NA,NA,NA,NA,LOW,ABAR,12
2309,ABAR,C,C62,2,C62-2,NA,23/09/2016,12/12/2016,80,0,1,0.2558,0.0122,NA,NA,NA,NA,NA,MED,ABAR,12
2311,ABAR,C,C62,4,C62-4,NA,23/09/2016,12/12/2016,80,0,1,0.0538,0.002,NA,NA,NA,NA,NA,MED,ABAR,12
2312,ABAR,C,C62,5,C62-5,NA,23/09/2016,12/12/2016,80,0,1,0.1718,0.0111,2,1,NA,NA,NA,MED,ABAR,12
2313,ABAR,C,C62,6,C62-6,NA,23/09/2016,12/12/2016,80,0,1,0.1236,0.0099,NA,NA,NA,NA,NA,MED,ABAR,12
2314,ABAR,C,C62,7,C62-7,NA,23/09/2016,12/12/2016,80,0,1,0.2064,0.0103,2,1,NA,NA,NA,MED,ABAR,12
2315,ABAR,C,C62,8,C62-8,NA,23/09/2016,12/12/2016,80,0,1,0.1153,NA,NA,NA,NA,NA,NA,MED,ABAR,12
2316,ABAR,C,C62,9,C62-9,NA,23/09/2016,12/12/2016,80,0,1,0.1159,0.0089,2,1,NA,NA,NA,MED,ABAR,12
2317,ABAR,C,C62,10,C62-10,NA,23/09/2016,12/12/2016,80,0,1,0.1585,0.009,2,1,NA,NA,NA,MED,ABAR,12
2319,ABAR,C,C62,12,C62-12,NA,23/09/2016,12/12/2016,80,0,1,0.1802,0.0055,NA,NA,NA,NA,NA,MED,ABAR,12
2322,ABAR,C,C63,3,C63-3,NA,23/09/2016,12/12/2016,80,0,1,0.218,0.0382,4,2,NA,NA,NA,HIGH,ABAR,12
2323,ABAR,C,C63,4,C63-4,NA,23/09/2016,12/12/2016,80,0,1,0.3202,0.0677,8,4,NA,NA,NA,HIGH,ABAR,12
2324,ABAR,C,C63,5,C63-5,NA,23/09/2016,12/12/2016,80,0,1,0.12,0.0129,2,1,NA,NA,NA,HIGH,ABAR,12
2325,ABAR,C,C63,6,C63-6,NA,23/09/2016,12/12/2016,80,0,1,0.1872,0.0123,2,1,NA,NA,NA,HIGH,ABAR,12
2326,ABAR,C,C63,7,C63-7,NA,23/09/2016,12/12/2016,80,0,1,0.3196,0.0294,6,3,NA,NA,NA,HIGH,ABAR,12
2328,ABAR,C,C63,9,C63-9,NA,23/09/2016,12/12/2016,80,0,1,0.2771,0.0288,2,1,NA,NA,NA,HIGH,ABAR,12
2329,ABAR,C,C63,10,C63-10,NA,23/09/2016,12/12/2016,80,0,1,0.4221,0.0472,8,4,NA,NA,NA,HIGH,ABAR,12
2330,ABAR,C,C63,11,C63-11,NA,23/09/2016,12/12/2016,80,0,1,0.2441,0.0162,2,1,NA,NA,NA,HIGH,ABAR,12
2331,ABAR,C,C63,12,C63-12,NA,23/09/2016,12/12/2016,80,0,1,0.2862,0.0725,26,13,NA,NA,NA,HIGH,ABAR,12
2332,ABAR,C,C64,1,C64-1,NA,23/09/2016,12/12/2016,80,0,1,0.0928,0.0072,NA,NA,NA,NA,NA,LOW,ABAR,8
2334,ABAR,C,C64,3,C64-3,NA,23/09/2016,12/12/2016,80,0,1,0.092,0.0105,2,1,NA,NA,NA,LOW,ABAR,8
2335,ABAR,C,C64,4,C64-4,NA,23/09/2016,12/12/2016,80,0,1,0.1154,0.0574,22,11,NA,NA,NA,LOW,ABAR,8
2341,ABAR,C,C65,1,C65-1,NA,23/09/2016,9/12/2016,77,0,1,0.1203,0.0243,4,2,NA,NA,NA,MED,ABAR,9
2342,ABAR,C,C65,2,C65-2,NA,23/09/2016,9/12/2016,77,0,1,0.311,0.0677,8,4,NA,NA,NA,MED,ABAR,9
2344,ABAR,C,C65,4,C65-4,NA,23/09/2016,9/12/2016,77,0,1,0.3344,0.061,10,5,NA,NA,NA,MED,ABAR,9
2355,ABAR,C,C66,6,C66-6,NA,23/09/2016,9/12/2016,77,0,1,0.3692,0.0438,4,2,NA,NA,NA,HIGH,ABAR,9
2356,ABAR,C,C66,7,C66-7,NA,23/09/2016,9/12/2016,77,0,1,0.3939,0.1334,28,14,NA,NA,NA,HIGH,ABAR,9
2357,ABAR,C,C66,8,C66-8,NA,23/09/2016,9/12/2016,77,0,1,0.478,0.1467,34,17,NA,NA,NA,HIGH,ABAR,9
2359,ABAR,C,C67,1,C67-1,NA,23/09/2016,9/12/2016,77,0,1,0.0709,0.0125,8,4,3.6370000000000005,0.0081,449.0123456790124,LOW,ABAR,12
2362,ABAR,C,C67,4,C67-4,NA,23/09/2016,9/12/2016,77,0,1,0.0495,0.0101,4,2,NA,NA,NA,LOW,ABAR,12
2365,ABAR,C,C67,7,C67-7,NA,23/09/2016,9/12/2016,77,0,1,0.0656,0.0117,4,2,NA,NA,NA,LOW,ABAR,12
2368,ABAR,C,C67,10,C67-10,NA,23/09/2016,9/12/2016,77,0,1,0.075,0.0224,8,4,NA,NA,NA,LOW,ABAR,12
2369,ABAR,C,C67,11,C67-11,NA,23/09/2016,9/12/2016,77,0,1,0.0742,0.0175,6,3,NA,NA,NA,LOW,ABAR,12
2370,ABAR,C,C67,12,C67-12,NA,23/09/2016,9/12/2016,77,0,1,0.0441,0.0065,2,1,NA,NA,NA,LOW,ABAR,12
2371,ABAR,C,C68,1,C68-1,NA,23/09/2016,12/12/2016,80,0,1,0.1537,0.0065,NA,NA,NA,NA,NA,MED,ABAR,12
2376,ABAR,C,C68,6,C68-6,NA,23/09/2016,12/12/2016,80,0,1,0.0849,0.0247,6,3,NA,NA,NA,MED,ABAR,12
2377,ABAR,C,C68,7,C68-7,NA,23/09/2016,12/12/2016,80,0,1,0.1294,0.0415,16,8,3.673,0.0106,346.50943396226415,MED,ABAR,12
2378,ABAR,C,C68,8,C68-8,NA,23/09/2016,12/12/2016,80,0,1,0.3132,0.0216,4,2,NA,NA,NA,MED,ABAR,12
2379,ABAR,C,C68,9,C68-9,NA,23/09/2016,12/12/2016,80,0,1,0.2109,0.0079,NA,NA,NA,NA,NA,MED,ABAR,12
2382,ABAR,C,C68,12,C68-12,NA,23/09/2016,12/12/2016,80,0,1,0.2002,0.0112,NA,NA,NA,NA,NA,MED,ABAR,12
2387,ABAR,C,C69,5,C69-5,NA,23/09/2016,12/12/2016,80,0,1,0.2455,0.0252,4,2,NA,NA,NA,HIGH,ABAR,12
2388,ABAR,C,C69,6,C69-6,NA,23/09/2016,12/12/2016,80,0,1,0.1477,0.0339,12,6,NA,NA,NA,HIGH,ABAR,12
2389,ABAR,C,C69,7,C69-7,NA,23/09/2016,12/12/2016,80,0,1,0.3037,0.0381,4,2,NA,NA,NA,HIGH,ABAR,12
2390,ABAR,C,C69,8,C69-8,NA,23/09/2016,12/12/2016,80,0,1,0.3048,0.0799,10,5,NA,NA,NA,HIGH,ABAR,12
2393,ABAR,C,C69,11,C69-11,NA,23/09/2016,12/12/2016,80,0,1,0.4283,0.0411,8,4,NA,NA,NA,HIGH,ABAR,12
2394,ABAR,C,C69,12,C69-12,NA,23/09/2016,12/12/2016,80,0,1,0.4484,0.0926,18,9,NA,NA,NA,HIGH,ABAR,12
2396,ABAR,C,C70,2,C70-2,NA,23/09/2016,13/12/2016,81,0,1,0.0593,0.0194,8,4,NA,NA,NA,LOW,ABAR,12
2397,ABAR,C,C70,3,C70-3,NA,23/09/2016,13/12/2016,81,0,1,0.0959,0.0126,6,3,NA,NA,NA,LOW,ABAR,12
2404,ABAR,C,C70,10,C70-10,NA,23/09/2016,13/12/2016,81,0,1,0.1126,0.0039,NA,NA,NA,NA,NA,LOW,ABAR,12
2408,ABAR,C,C71,2,C71-2,NA,23/09/2016,9/12/2016,77,0,1,0.0787,0.0124,8,4,NA,NA,NA,MED,ABAR,10
2409,ABAR,C,C71,3,C71-3,NA,23/09/2016,9/12/2016,77,0,1,0.3916,0.1317,28,14,NA,NA,NA,MED,ABAR,10
2413,ABAR,C,C71,7,C71-7,NA,23/09/2016,9/12/2016,77,0,1,0.2024,0.0843,18,9,NA,NA,NA,MED,ABAR,10
2423,ABAR,C,C72,5,C72-5,NA,23/09/2016,9/12/2016,77,0,1,0.3339,0.0725,14,7,NA,NA,NA,HIGH,ABAR,12
2428,ABAR,C,C72,10,C72-10,NA,23/09/2016,9/12/2016,77,0,1,0.5403,0.0631,10,5,NA,NA,NA,HIGH,ABAR,12
2429,ABAR,C,C72,11,C72-11,NA,23/09/2016,9/12/2016,77,0,1,0.4173,0.0722,8,4,NA,NA,NA,HIGH,ABAR,12
3061,ABAR,D,D43,1,D43-1,NA,22/09/2016,7/12/2016,76,0,1,0.1114,0.0229,2,1,NA,NA,NA,LOW,ABAR,3
3062,ABAR,D,D43,2,D43-2,NA,22/09/2016,7/12/2016,76,0,1,0.1754,0.0524,8,4,NA,NA,NA,LOW,ABAR,3
3063,ABAR,D,D43,3,D43-3,NA,22/09/2016,7/12/2016,76,0,1,0.145,0.0275,4,2,NA,NA,NA,LOW,ABAR,3
3064,ABAR,D,D44,1,D44-1,NA,22/09/2016,8/12/2016,77,0,1,0.4409,0.1212,34,17,NA,NA,NA,MED,ABAR,3
3065,ABAR,D,D44,2,D44-2,NA,22/09/2016,8/12/2016,77,0,1,0.4341,0.1331,24,12,NA,NA,NA,MED,ABAR,3
3066,ABAR,D,D44,3,D44-3,NA,22/09/2016,8/12/2016,77,0,1,0.529,0.1577,42,21,NA,NA,NA,MED,ABAR,3
3067,ABAR,D,D45,1,D45-1,NA,22/09/2016,8/12/2016,77,0,1,0.7904,0.1328,36,18,NA,NA,NA,HIGH,ABAR,3
3068,ABAR,D,D45,2,D45-2,NA,22/09/2016,8/12/2016,77,0,1,0.354,0.0658,14,7,NA,NA,NA,HIGH,ABAR,3
3069,ABAR,D,D45,3,D45-3,NA,22/09/2016,8/12/2016,77,0,1,1.2915,0.2098,62,31,NA,NA,NA,HIGH,ABAR,3
3070,ABAR,D,D46,1,D46-1,NA,22/09/2016,7/12/2016,76,0,1,0.1151,0.0294,6,3,NA,NA,NA,LOW,ABAR,6
3071,ABAR,D,D46,2,D46-2,NA,22/09/2016,7/12/2016,76,0,1,0.1503,NA,NA,NA,6.920999999999999,0.0157,440.828025477707,LOW,ABAR,6
3072,ABAR,D,D46,3,D46-3,NA,22/09/2016,7/12/2016,76,0,1,0.0234,0.0279,10,5,NA,NA,NA,LOW,ABAR,6
3073,ABAR,D,D46,4,D46-4,NA,22/09/2016,7/12/2016,76,0,1,0.114,NA,NA,NA,NA,NA,NA,LOW,ABAR,6
3074,ABAR,D,D46,5,D46-5,NA,22/09/2016,7/12/2016,76,0,1,0.1091,0.0222,6,3,NA,NA,NA,LOW,ABAR,6
3075,ABAR,D,D46,6,D46-6,NA,22/09/2016,7/12/2016,76,0,1,0.0499,0.0183,4,2,NA,NA,NA,LOW,ABAR,6
3076,ABAR,D,D47,1,D47-1,NA,22/09/2016,8/12/2016,77,0,1,0.2563,0.0434,12,6,NA,NA,NA,MED,ABAR,6
3077,ABAR,D,D47,2,D47-2,NA,22/09/2016,8/12/2016,77,0,1,0.2077,0.0733,14,7,NA,NA,NA,MED,ABAR,6
3078,ABAR,D,D47,3,D47-3,NA,22/09/2016,8/12/2016,77,0,1,0.1231,0.0256,8,4,9.690999999999999,0.0159,609.4968553459119,MED,ABAR,6
3079,ABAR,D,D47,4,D47-4,NA,22/09/2016,8/12/2016,77,0,1,0.3424,0.1131,22,11,NA,NA,NA,MED,ABAR,6
3080,ABAR,D,D47,5,D47-5,NA,22/09/2016,8/12/2016,77,0,1,0.2764,0.0987,16,8,NA,NA,NA,MED,ABAR,6
3081,ABAR,D,D47,6,D47-6,NA,22/09/2016,8/12/2016,77,0,1,0.2446,0.047,8,4,NA,NA,NA,MED,ABAR,6
3082,ABAR,D,D48,1,D48-1,NA,22/09/2016,8/12/2016,77,0,1,0.5132,0.1967,34,17,10.493,0.0237,442.7426160337553,HIGH,ABAR,6
3083,ABAR,D,D48,2,D48-2,NA,22/09/2016,8/12/2016,77,0,1,0.2576,0.0912,18,9,NA,NA,NA,HIGH,ABAR,6
3084,ABAR,D,D48,3,D48-3,NA,22/09/2016,8/12/2016,77,0,1,0.5212,0.1374,18,9,NA,NA,NA,HIGH,ABAR,6
3085,ABAR,D,D48,4,D48-4,NA,22/09/2016,8/12/2016,77,0,1,0.2727,0.0641,14,7,NA,NA,NA,HIGH,ABAR,6
3086,ABAR,D,D48,5,D48-5,NA,22/09/2016,8/12/2016,77,0,1,0.4621,0.0164,32,16,NA,NA,NA,HIGH,ABAR,6
3087,ABAR,D,D48,6,D48-6,NA,22/09/2016,8/12/2016,77,0,1,0.2191,0.0631,14,7,NA,NA,NA,HIGH,ABAR,6
3088,ABAR,D,D49,1,D49-1,NA,22/09/2016,8/12/2016,77,0,1,0.0519,0.0198,2,1,NA,NA,NA,LOW,ABAR,9
3089,ABAR,D,D49,2,D49-2,NA,22/09/2016,8/12/2016,77,0,1,0.0584,0.0163,6,3,NA,NA,NA,LOW,ABAR,9
3090,ABAR,D,D49,3,D49-3,NA,22/09/2016,8/12/2016,77,0,1,0.0644,0.0111,4,2,NA,NA,NA,LOW,ABAR,9
3091,ABAR,D,D49,4,D49-4,NA,22/09/2016,8/12/2016,77,0,1,0.0395,0.009,4,2,NA,NA,NA,LOW,ABAR,9
3092,ABAR,D,D49,5,D49-5,NA,22/09/2016,8/12/2016,77,0,1,0.0609,0.0075,2,1,NA,NA,NA,LOW,ABAR,9
3093,ABAR,D,D49,6,D49-6,NA,22/09/2016,8/12/2016,77,0,1,0.0647,0.015,6,3,NA,NA,NA,LOW,ABAR,9
3094,ABAR,D,D49,7,D49-7,NA,22/09/2016,8/12/2016,77,0,1,0.0465,0.0096,4,2,NA,NA,NA,LOW,ABAR,9
3095,ABAR,D,D49,8,D49-8,NA,22/09/2016,8/12/2016,77,0,1,0.0418,0.0097,4,2,NA,NA,NA,LOW,ABAR,9
3096,ABAR,D,D49,9,D49-9,NA,22/09/2016,8/12/2016,77,0,1,0.0621,0.0174,4,2,NA,NA,NA,LOW,ABAR,9
