seedling_id,species_code,block,pot,position,sample_id,planting_notes,date_planted,date_sampled,age_days,native,exotic,biomass_weight_g,seed_weight_g,husk_number,seed_number,total_area,total_leaf_weight_g,total_SLA,fertility,exotic_species_code,total_density
3097,ABAR,D,D50,1,D50-1,NA,22/09/2016,7/12/2016,76,0,1,0.108,0.0212,8,4,NA,NA,NA,MED,ABAR,9
3098,ABAR,D,D50,2,D50-2,NA,22/09/2016,7/12/2016,76,0,1,0.2387,0.0205,4,2,NA,NA,NA,MED,ABAR,9
3099,ABAR,D,D50,3,D50-3,NA,22/09/2016,7/12/2016,76,0,1,0.0322,0.0072,4,2,NA,NA,NA,MED,ABAR,9
3100,ABAR,D,D50,4,D50-4,NA,22/09/2016,7/12/2016,76,0,1,0.0498,0.0056,4,2,NA,NA,NA,MED,ABAR,9
3101,ABAR,D,D50,5,D50-5,NA,22/09/2016,7/12/2016,76,0,1,0.2659,0.0464,12,6,NA,NA,NA,MED,ABAR,9
3102,ABAR,D,D50,6,D50-6,NA,22/09/2016,7/12/2016,76,0,1,0.1935,0.0338,12,6,NA,NA,NA,MED,ABAR,9
3103,ABAR,D,D50,7,D50-7,NA,22/09/2016,7/12/2016,76,0,1,0.0921,0.0155,6,3,NA,NA,NA,MED,ABAR,9
3104,ABAR,D,D50,8,D50-8,NA,22/09/2016,7/12/2016,76,0,1,0.2687,0.0354,8,4,NA,NA,NA,MED,ABAR,9
3105,ABAR,D,D50,9,D50-9,NA,22/09/2016,7/12/2016,76,0,1,0.284,0.0325,8,4,NA,NA,NA,MED,ABAR,9
3106,ABAR,D,D51,1,D51-1,NA,22/09/2016,8/12/2016,77,0,1,0.3875,0.1227,28,14,NA,NA,NA,HIGH,ABAR,9
3107,ABAR,D,D51,2,D51-2,NA,22/09/2016,8/12/2016,77,0,1,0.196,0.0258,10,5,NA,NA,NA,HIGH,ABAR,9
3108,ABAR,D,D51,3,D51-3,NA,22/09/2016,8/12/2016,77,0,1,0.3175,0.0517,10,5,NA,NA,NA,HIGH,ABAR,9
3109,ABAR,D,D51,4,D51-4,NA,22/09/2016,8/12/2016,77,0,1,0.2676,0.0543,8,4,NA,NA,NA,HIGH,ABAR,9
3110,ABAR,D,D51,5,D51-5,NA,22/09/2016,8/12/2016,77,0,1,0.4911,0.1021,26,13,NA,NA,NA,HIGH,ABAR,9
3111,ABAR,D,D51,6,D51-6,NA,22/09/2016,8/12/2016,77,0,1,0.2309,0.0407,6,3,NA,NA,NA,HIGH,ABAR,9
3112,ABAR,D,D51,7,D51-7,NA,22/09/2016,8/12/2016,77,0,1,0.1807,0.0274,8,4,NA,NA,NA,HIGH,ABAR,9
3113,ABAR,D,D51,8,D51-8,NA,22/09/2016,8/12/2016,77,0,1,0.2462,0.0892,16,8,NA,NA,NA,HIGH,ABAR,9
3114,ABAR,D,D51,9,D51-9,NA,22/09/2016,8/12/2016,77,0,1,0.3215,0.0484,8,4,NA,NA,NA,HIGH,ABAR,9
3115,ABAR,D,D52,1,D52-1,NA,22/09/2016,8/12/2016,77,0,1,0.0957,0.0083,4,2,NA,NA,NA,LOW,ABAR,12
3116,ABAR,D,D52,2,D52-2,NA,22/09/2016,8/12/2016,77,0,1,0.0649,0.0055,2,1,NA,NA,NA,LOW,ABAR,12
3117,ABAR,D,D52,3,D52-3,NA,22/09/2016,8/12/2016,77,0,1,0.0303,0.0078,2,1,NA,NA,NA,LOW,ABAR,12
3118,ABAR,D,D52,4,D52-4,NA,22/09/2016,8/12/2016,77,0,1,0.0536,0.0094,4,2,2.3600000000000003,0.0052,453.8461538461539,LOW,ABAR,12
3119,ABAR,D,D52,5,D52-5,NA,22/09/2016,8/12/2016,77,0,1,0.1045,0.01,4,2,NA,NA,NA,LOW,ABAR,12
3120,ABAR,D,D52,6,D52-6,NA,22/09/2016,8/12/2016,77,0,1,0.0352,0.0018,4,2,NA,NA,NA,LOW,ABAR,12
3121,ABAR,D,D52,7,D52-7,NA,22/09/2016,8/12/2016,77,0,1,0.0323,0.0033,2,1,NA,NA,NA,LOW,ABAR,12
3122,ABAR,D,D52,8,D52-8,NA,22/09/2016,8/12/2016,77,0,1,0.0454,0.0064,4,2,NA,NA,NA,LOW,ABAR,12
3123,ABAR,D,D52,9,D52-9,NA,22/09/2016,8/12/2016,77,0,1,0.042,0.0093,4,2,NA,NA,NA,LOW,ABAR,12
3124,ABAR,D,D52,10,D52-10,NA,22/09/2016,8/12/2016,77,0,1,0.0867,0.0077,2,1,NA,NA,NA,LOW,ABAR,12
3125,ABAR,D,D52,11,D52-11,NA,22/09/2016,8/12/2016,77,0,1,0.0462,0,2,0,NA,NA,NA,LOW,ABAR,12
3126,ABAR,D,D52,12,D52-12,NA,22/09/2016,8/12/2016,77,0,1,0.0651,0.0115,6,3,NA,NA,NA,LOW,ABAR,12
3127,ABAR,D,D53,1,D53-1,NA,22/09/2016,8/12/2016,77,0,1,0.097,0.0193,2,1,NA,NA,NA,MED,ABAR,12
3128,ABAR,D,D53,2,D53-2,NA,22/09/2016,8/12/2016,77,0,1,0.1756,0.0238,6,3,NA,NA,NA,MED,ABAR,12
3129,ABAR,D,D53,3,D53-3,NA,22/09/2016,8/12/2016,77,0,1,0.1933,0.0095,NA,NA,NA,NA,NA,MED,ABAR,12
3130,ABAR,D,D53,4,D53-4,NA,22/09/2016,8/12/2016,77,0,1,0.1476,0.0071,NA,NA,NA,NA,NA,MED,ABAR,12
3131,ABAR,D,D53,5,D53-5,NA,22/09/2016,8/12/2016,77,0,1,0.1218,0.0417,12,6,NA,NA,NA,MED,ABAR,12
3132,ABAR,D,D53,6,D53-6,NA,22/09/2016,8/12/2016,77,0,1,0.0795,0.0044,NA,NA,NA,NA,NA,MED,ABAR,12
3133,ABAR,D,D53,7,D53-7,NA,22/09/2016,8/12/2016,77,0,1,0.2217,0.0591,16,8,NA,NA,NA,MED,ABAR,12
3134,ABAR,D,D53,8,D53-8,NA,22/09/2016,8/12/2016,77,0,1,0.0833,0.0175,10,5,8.029,0.0146,549.931506849315,MED,ABAR,12
3135,ABAR,D,D53,9,D53-9,NA,22/09/2016,7/12/2016,76,0,1,0.0932,0.0016,NA,NA,NA,NA,NA,MED,ABAR,12
3136,ABAR,D,D53,10,D53-10,NA,22/09/2016,7/12/2016,76,0,1,0.1322,0.0285,10,5,NA,NA,NA,MED,ABAR,12
3137,ABAR,D,D53,11,D53-11,NA,22/09/2016,7/12/2016,76,0,1,0.0905,0.0137,6,3,NA,NA,NA,MED,ABAR,12
3138,ABAR,D,D53,12,D53-12,NA,22/09/2016,7/12/2016,76,0,1,0.0995,NA,NA,NA,NA,NA,NA,MED,ABAR,12
3139,ABAR,D,D54,1,D54-1,NA,22/09/2016,8/12/2016,77,0,1,0.1536,0.0135,4,2,NA,NA,NA,HIGH,ABAR,12
3140,ABAR,D,D54,2,D54-2,NA,22/09/2016,8/12/2016,77,0,1,0.1341,0.0286,10,5,NA,NA,NA,HIGH,ABAR,12
3141,ABAR,D,D54,3,D54-3,NA,22/09/2016,8/12/2016,77,0,1,0.1606,0.0171,4,2,NA,NA,NA,HIGH,ABAR,12
3142,ABAR,D,D54,4,D54-4,NA,22/09/2016,8/12/2016,77,0,1,0.0874,0.1309,6,3,NA,NA,NA,HIGH,ABAR,12
3143,ABAR,D,D54,5,D54-5,NA,22/09/2016,8/12/2016,77,0,1,0.3222,0.132,22,11,NA,NA,NA,HIGH,ABAR,12
3144,ABAR,D,D54,6,D54-6,NA,22/09/2016,8/12/2016,77,0,1,0.1993,0.0178,4,2,NA,NA,NA,HIGH,ABAR,12
3145,ABAR,D,D54,7,D54-7,NA,22/09/2016,8/12/2016,77,0,1,0.1826,0.0098,NA,NA,NA,NA,NA,HIGH,ABAR,12
3146,ABAR,D,D54,8,D54-8,NA,22/09/2016,8/12/2016,77,0,1,0.2603,0.0396,8,4,NA,NA,NA,HIGH,ABAR,12
3147,ABAR,D,D54,9,D54-9,NA,22/09/2016,8/12/2016,77,0,1,0.2007,0.0145,4,2,NA,NA,NA,HIGH,ABAR,12
3148,ABAR,D,D54,10,D54-10,NA,22/09/2016,8/12/2016,77,0,1,0.1835,0.0423,12,6,NA,NA,NA,HIGH,ABAR,12
3149,ABAR,D,D54,11,D54-11,NA,22/09/2016,8/12/2016,77,0,1,0.2445,0.0728,14,7,NA,NA,NA,HIGH,ABAR,12
3150,ABAR,D,D54,12,D54-12,NA,22/09/2016,8/12/2016,77,0,1,0.2673,0.0888,16,8,NA,NA,NA,HIGH,ABAR,12
3151,ABAR,D,D55,1,D55-1,NA,22/09/2016,7/12/2016,76,0,1,0.1099,0.023,8,4,NA,NA,NA,LOW,ABAR,6
3153,ABAR,D,D55,3,D55-3,NA,22/09/2016,7/12/2016,76,0,1,0.0852,0.0187,8,4,NA,NA,NA,LOW,ABAR,6
3154,ABAR,D,D55,4,D55-4,NA,22/09/2016,7/12/2016,76,0,1,0.1047,0.0402,12,6,4.04,0.0094,429.78723404255317,LOW,ABAR,6
3157,ABAR,D,D56,1,D56-1,NA,22/09/2016,7/12/2016,76,0,1,0.2202,0.0331,16,5,9.542,0.0232,411.2931034482759,MED,ABAR,6
3158,ABAR,D,D56,2,D56-2,NA,22/09/2016,7/12/2016,76,0,1,0.4294,0.081,28,10,NA,NA,NA,MED,ABAR,6
3161,ABAR,D,D56,5,D56-5,NA,22/09/2016,7/12/2016,76,0,1,0.3852,0.0998,24,11,NA,NA,NA,MED,ABAR,6
3165,ABAR,D,D57,3,D57-3,NA,22/09/2016,8/12/2016,77,0,1,0.5618,0.2539,52,26,19.833,0.055,360.59999999999997,HIGH,ABAR,6
3166,ABAR,D,D57,4,D57-4,NA,22/09/2016,7/12/2016,76,0,1,0.8551,0.3504,74,35,NA,NA,NA,HIGH,ABAR,6
3167,ABAR,D,D57,5,D57-5,NA,22/09/2016,7/12/2016,76,0,1,0.4824,0.1115,36,13,NA,NA,NA,HIGH,ABAR,6
3169,ABAR,D,D58,1,D58-1,NA,22/09/2016,8/12/2016,77,0,1,0.0353,0.017,4,2,NA,NA,NA,LOW,ABAR,9
3170,ABAR,D,D58,2,D58-2,NA,22/09/2016,8/12/2016,77,0,1,0.1322,0.0155,6,3,NA,NA,NA,LOW,ABAR,9
3171,ABAR,D,D58,3,D58-3,NA,22/09/2016,8/12/2016,77,0,1,0.0459,0.0103,4,2,NA,NA,NA,LOW,ABAR,9
3172,ABAR,D,D58,4,D58-4,NA,22/09/2016,8/12/2016,77,0,1,0.0873,0.0119,4,2,NA,NA,NA,LOW,ABAR,9
3174,ABAR,D,D58,6,D58-6,NA,22/09/2016,8/12/2016,77,0,1,0.0434,0.0217,4,2,NA,NA,NA,LOW,ABAR,9
3177,ABAR,D,D58,9,D58-9,NA,22/09/2016,8/12/2016,77,0,1,0.0718,NA,NA,NA,NA,NA,NA,LOW,ABAR,9
3179,ABAR,D,D59,2,D59-2,NA,22/09/2016,7/12/2016,76,0,1,0.3405,0.0517,6,3,NA,NA,NA,MED,ABAR,8
3182,ABAR,D,D59,5,D59-5,NA,22/09/2016,7/12/2016,76,0,1,0.1133,0.0444,12,6,NA,NA,NA,MED,ABAR,8
3184,ABAR,D,D59,7,D59-7,NA,22/09/2016,7/12/2016,76,0,1,0.276,0.0667,12,6,NA,NA,NA,MED,ABAR,8
3185,ABAR,D,D59,8,D59-8,NA,22/09/2016,7/12/2016,76,0,1,0.1363,0.0532,10,5,NA,NA,NA,MED,ABAR,8
3186,ABAR,D,D59,9,D59-9,NA,22/09/2016,7/12/2016,76,0,1,0.1819,0.0206,6,3,NA,NA,NA,MED,ABAR,8
3187,ABAR,D,D60,1,D60-1,NA,22/09/2016,8/12/2016,77,0,1,0.4566,0.2455,44,22,NA,NA,NA,HIGH,ABAR,9
3189,ABAR,D,D60,3,D60-3,NA,22/09/2016,8/12/2016,77,0,1,0.2117,0.0371,14,3,NA,NA,NA,HIGH,ABAR,9
3191,ABAR,D,D60,5,D60-5,NA,22/09/2016,8/12/2016,77,0,1,0.3814,0.0702,24,9,NA,NA,NA,HIGH,ABAR,9
3193,ABAR,D,D60,7,D60-7,NA,22/09/2016,8/12/2016,77,0,1,0.4249,0.0653,26,8,NA,NA,NA,HIGH,ABAR,9
3194,ABAR,D,D60,8,D60-8,NA,22/09/2016,8/12/2016,77,0,1,0.2676,0.0717,14,7,NA,NA,NA,HIGH,ABAR,9
3195,ABAR,D,D60,9,D60-9,NA,22/09/2016,8/12/2016,77,0,1,0.349,0.083,20,10,NA,NA,NA,HIGH,ABAR,9
3196,ABAR,D,D61,1,D61-1,NA,22/09/2016,7/12/2016,76,0,1,0.0523,0.0097,4,2,NA,NA,NA,LOW,ABAR,12
3197,ABAR,D,D61,2,D61-2,NA,22/09/2016,7/12/2016,76,0,1,0.0523,0.0075,2,1,NA,NA,NA,LOW,ABAR,12
3198,ABAR,D,D61,3,D61-3,NA,22/09/2016,7/12/2016,76,0,1,0.0481,0.0099,4,2,NA,NA,NA,LOW,ABAR,12
3201,ABAR,D,D61,6,D61-6,NA,22/09/2016,7/12/2016,76,0,1,0.072,0.0085,4,2,NA,NA,NA,LOW,ABAR,12
3202,ABAR,D,D61,7,D61-7,NA,22/09/2016,7/12/2016,76,0,1,0.0241,NA,NA,NA,NA,NA,NA,LOW,ABAR,12
3203,ABAR,D,D61,8,D61-8,NA,22/09/2016,7/12/2016,76,0,1,0.0654,0.0143,6,3,NA,NA,NA,LOW,ABAR,12
3205,ABAR,D,D61,10,D61-10,NA,22/09/2016,7/12/2016,76,0,1,0.0187,0.0031,2,1,NA,NA,NA,LOW,ABAR,12
3206,ABAR,D,D61,11,D61-11,NA,22/09/2016,7/12/2016,76,0,1,0.0952,0.0159,6,3,NA,NA,NA,LOW,ABAR,12
3207,ABAR,D,D61,12,D61-12,NA,22/09/2016,7/12/2016,76,0,1,0.0682,0.0056,2,1,NA,NA,NA,LOW,ABAR,12
3209,ABAR,D,D62,2,D62-2,NA,22/09/2016,8/12/2016,77,0,1,0.0863,0.0178,8,4,NA,NA,NA,MED,ABAR,12
3210,ABAR,D,D62,3,D62-3,NA,22/09/2016,8/12/2016,77,0,1,0.0542,0.0112,4,2,NA,NA,NA,MED,ABAR,12
3211,ABAR,D,D62,4,D62-4,NA,22/09/2016,8/12/2016,77,0,1,0.0947,0.0372,10,5,NA,NA,NA,MED,ABAR,12
3212,ABAR,D,D62,5,D62-5,NA,22/09/2016,8/12/2016,77,0,1,0.22,0.0531,12,6,NA,NA,NA,MED,ABAR,12
3213,ABAR,D,D62,6,D62-6,NA,22/09/2016,8/12/2016,77,0,1,0.1354,0.0533,10,5,NA,NA,NA,MED,ABAR,12
3215,ABAR,D,D62,8,D62-8,NA,22/09/2016,8/12/2016,77,0,1,0.0615,0.015,6,3,NA,NA,NA,MED,ABAR,12
3216,ABAR,D,D62,9,D62-9,NA,22/09/2016,8/12/2016,77,0,1,0.1136,0.0061,NA,NA,NA,NA,NA,MED,ABAR,12
3217,ABAR,D,D62,10,D62-10,NA,22/09/2016,8/12/2016,77,0,1,0.1911,NA,NA,NA,NA,NA,NA,MED,ABAR,12
3219,ABAR,D,D62,12,D62-12,NA,22/09/2016,8/12/2016,77,0,1,0.0157,0.0167,4,2,NA,NA,NA,MED,ABAR,12
3221,ABAR,D,D63,2,D63-2,NA,22/09/2016,7/12/2016,76,0,1,0.3279,NA,NA,NA,NA,NA,NA,HIGH,ABAR,12
3223,ABAR,D,D63,4,D63-4,NA,22/09/2016,7/12/2016,76,0,1,0.2158,0.0551,22,11,NA,NA,NA,HIGH,ABAR,12
3224,ABAR,D,D63,5,D63-5,NA,22/09/2016,7/12/2016,76,0,1,0.2491,0.0683,24,12,NA,NA,NA,HIGH,ABAR,12
3226,ABAR,D,D63,7,D63-7,NA,22/09/2016,7/12/2016,76,0,1,0.1175,0.025,10,5,NA,NA,NA,HIGH,ABAR,12
3227,ABAR,D,D63,8,D63-8,NA,22/09/2016,7/12/2016,76,0,1,0.3559,0.1038,20,10,NA,NA,NA,HIGH,ABAR,12
3228,ABAR,D,D63,9,D63-9,NA,22/09/2016,7/12/2016,76,0,1,0.3066,0.0427,10,5,NA,NA,NA,HIGH,ABAR,12
3230,ABAR,D,D63,11,D63-11,NA,22/09/2016,7/12/2016,76,0,1,0.4303,0.1957,36,18,NA,NA,NA,HIGH,ABAR,12
3231,ABAR,D,D63,12,D63-12,NA,22/09/2016,7/12/2016,76,0,1,0.2853,0.049,16,8,NA,NA,NA,HIGH,ABAR,12
3232,ABAR,D,D64,1,D64-1,NA,22/09/2016,8/12/2016,77,0,1,0.0988,0.104,2,1,NA,NA,NA,LOW,ABAR,9
3235,ABAR,D,D64,4,D64-4,NA,22/09/2016,8/12/2016,77,0,1,0.1333,0.0249,8,4,NA,NA,NA,LOW,ABAR,9
3236,ABAR,D,D64,5,D64-5,NA,22/09/2016,8/12/2016,77,0,1,0.0928,0.0161,8,4,NA,NA,NA,LOW,ABAR,9
3243,ABAR,D,D65,3,D65-3,NA,22/09/2016,7/12/2016,76,0,1,0.2283,0.0249,4,2,NA,NA,NA,MED,ABAR,9
3247,ABAR,D,D65,7,D65-7,NA,22/09/2016,7/12/2016,76,0,1,0.1429,0.0267,4,2,NA,NA,NA,MED,ABAR,9
3248,ABAR,D,D65,8,D65-8,NA,22/09/2016,7/12/2016,76,0,1,0.3085,0.0572,12,6,NA,NA,NA,MED,ABAR,9
3253,ABAR,D,D66,4,D66-4,NA,22/09/2016,8/12/2016,77,0,1,0.2228,0.0541,12,6,10.802,0.0316,341.83544303797464,HIGH,ABAR,9
3254,ABAR,D,D66,5,D66-5,NA,22/09/2016,8/12/2016,77,0,1,0.3565,0.0576,20,10,13.773,0.0331,416.10271903323263,HIGH,ABAR,9
3258,ABAR,D,D66,9,D66-9,NA,22/09/2016,8/12/2016,77,0,1,0.7411,0.1415,28,14,14.495999999999999,0.0369,392.84552845528447,HIGH,ABAR,9
3259,ABAR,D,D67,1,D67-1,NA,22/09/2016,8/12/2016,77,0,1,0.0356,0.0072,4,2,NA,NA,NA,LOW,ABAR,12
3260,ABAR,D,D67,2,D67-2,NA,22/09/2016,8/12/2016,77,0,1,0.0466,0.0058,2,1,NA,NA,NA,LOW,ABAR,12
3261,ABAR,D,D67,3,D67-3,NA,22/09/2016,8/12/2016,77,0,1,0.0363,0.0081,4,2,NA,NA,NA,LOW,ABAR,12
3263,ABAR,D,D67,5,D67-5,NA,22/09/2016,8/12/2016,77,0,1,0.0829,0.0179,8,4,5.7059999999999995,0.0096,594.375,LOW,ABAR,12
3266,ABAR,D,D67,8,D67-8,NA,22/09/2016,8/12/2016,77,0,1,0.1198,0.026,10,5,NA,NA,NA,LOW,ABAR,12
3269,ABAR,D,D67,11,D67-11,NA,22/09/2016,8/12/2016,77,0,1,0.0871,0.0187,8,4,NA,NA,NA,LOW,ABAR,12
3272,ABAR,D,D68,2,D68-2,NA,22/09/2016,8/12/2016,77,0,1,0.1944,0.0299,16,8,NA,NA,NA,MED,ABAR,12
3273,ABAR,D,D68,3,D68-3,NA,22/09/2016,8/12/2016,77,0,1,0.1688,0.0395,12,6,NA,NA,NA,MED,ABAR,12
3274,ABAR,D,D68,4,D68-4,NA,22/09/2016,8/12/2016,77,0,1,0.0757,0.0274,12,6,8.991,0.0147,611.6326530612245,MED,ABAR,12
3278,ABAR,D,D68,8,D68-8,NA,22/09/2016,8/12/2016,77,0,1,0.1117,0.0347,12,6,NA,NA,NA,MED,ABAR,12
3279,ABAR,D,D68,9,D68-9,NA,22/09/2016,8/12/2016,77,0,1,0.2301,0.0692,88,44,NA,NA,NA,MED,ABAR,12
3280,ABAR,D,D68,10,D68-10,NA,22/09/2016,8/12/2016,77,0,1,0.1076,0.0222,12,6,NA,NA,NA,MED,ABAR,12
3283,ABAR,D,D69,1,D69-1,NA,22/09/2016,7/12/2016,76,0,1,0.1522,0.0533,8,4,NA,NA,NA,HIGH,ABAR,12
3284,ABAR,D,D69,2,D69-2,NA,22/09/2016,7/12/2016,76,0,1,0.2728,0.1545,28,14,13.913,0.021,662.5238095238095,HIGH,ABAR,12
3285,ABAR,D,D69,3,D69-3,NA,22/09/2016,7/12/2016,76,0,1,0.2837,0.0956,18,9,6.739,0.011,612.6363636363636,HIGH,ABAR,12
3290,ABAR,D,D69,8,D69-8,NA,22/09/2016,7/12/2016,76,0,1,0.3029,0.0823,14,7,NA,NA,NA,HIGH,ABAR,12
3292,ABAR,D,D69,10,D69-10,NA,22/09/2016,7/12/2016,76,0,1,0.307,0.0844,10,5,NA,NA,NA,HIGH,ABAR,12
3294,ABAR,D,D69,12,D69-12,NA,22/09/2016,7/12/2016,76,0,1,0.3009,0.0677,10,5,NA,NA,NA,HIGH,ABAR,12
3296,ABAR,D,D70,2,D70-2,NA,22/09/2016,8/12/2016,77,0,1,0.0981,0.0194,8,4,NA,NA,NA,LOW,ABAR,12
3302,ABAR,D,D70,8,D70-8,NA,22/09/2016,8/12/2016,77,0,1,0.0341,0.0192,8,4,NA,NA,NA,LOW,ABAR,12
3304,ABAR,D,D70,10,D70-10,NA,22/09/2016,8/12/2016,77,0,1,0.0854,0.0049,2,1,NA,NA,NA,LOW,ABAR,12
3309,ABAR,D,D71,3,D71-3,NA,22/09/2016,7/12/2016,76,0,1,0.2587,0.0444,18,6,NA,NA,NA,MED,ABAR,12
3310,ABAR,D,D71,4,D71-4,NA,22/09/2016,7/12/2016,76,0,1,0.21,0.0169,12,4,NA,NA,NA,MED,ABAR,12
3313,ABAR,D,D71,7,D71-7,NA,22/09/2016,7/12/2016,76,0,1,0.1697,0.0573,10,5,NA,NA,NA,MED,ABAR,12
3322,ABAR,D,D72,4,D72-4,NA,22/09/2016,8/12/2016,77,0,1,0.6307,0.1298,32,9,NA,NA,NA,HIGH,ABAR,12
3328,ABAR,D,D72,10,D72-10,NA,22/09/2016,8/12/2016,77,0,1,0.3922,0.1234,28,14,NA,NA,NA,HIGH,ABAR,12
3330,ABAR,D,D72,12,D72-12,NA,22/09/2016,8/12/2016,77,0,1,0.02,0.0037,2,1,NA,NA,NA,HIGH,ABAR,12
