block,pot,position,sample_id,species,seedling_id,seed_weight_g,seed_number,seed_notes
C,32,2,C32-2,RCAES,2039,,,
C,32,3,C32-3,BDIA,2040,0.094,,
C,32,4,C32-4,BDIA,2041,0.0999,,
C,32,5,C32-5,BDIA,2042,0.1114,,
C,32,6,C32-6,BDIA,2043,0.1121,,
C,32,7,C32-7,BDIA,2044,0.0891,,
C,32,8,C32-8,PLAB,2045,,,
C,32,9,C32-9,BDIA,2046,0.1158,,
C,32,10,C32-10,BDIA,2047,0.1117,,
C,32,11,C32-11,BDIA,2048,0.1152,,
C,32,12,C32-12,BDIA,2049,0.025,,
C,33,1,C33-1,BDIA,2050,0.1517,,
C,33,2,C33-2,BDIA,2051,0.2172,,
C,33,3,C33-3,BDIA,2052,0.2408,,
C,33,4,C33-4,BDIA,2053,0.1756,,
C,33,5,C33-5,BDIA,2054,0.204,,
C,33,6,C33-6,ABIG,2055,0.0634,,
C,33,7,C33-7,RCAES,2056,,,
C,33,8,C33-8,BDIA,2057,0.2779,,
C,33,9,C33-9,BDIA,2058,0.1192,,
C,33,10,C33-10,BDIA,2059,0.3377,,
C,33,11,C33-11,BDIA,2060,0.0703,,
C,33,12,C33-12,PLAB,2061,,,
C,34,1,C34-1,RCAES,2062,,,
C,34,2,C34-2,ABIG,2063,,,
C,34,3,C34-3,PLAB,2064,,,
C,34,4,C34-4,PLAB,2065,,,
C,34,5,C34-5,BDIA,2066,0.045,,
C,34,6,C34-6,RCAES,2067,,,
C,34,7,C34-7,BDIA,2068,0.0524,,
C,34,8,C34-8,BDIA,2069,0.036,,
C,34,9,C34-9,ABIG,2070,,,
C,35,1,C35-1,ABIG,2071,,,
C,35,2,C35-2,PLAB,2072,,,
C,35,3,C35-3,BDIA,2073,0.1824,,
C,35,4,C35-4,ABIG,2074,,,
C,35,5,C35-5,RCAES,2075,,,
C,35,6,C35-6,BDIA,2076,0.3102,,
C,35,7,C35-7,PLAB,2077,,,
C,35,8,C35-8,BDIA,2078,,,
C,35,9,C35-9,RCAES,2079,,,
C,36,1,C36-1,BDIA,2080,0.4955,,
C,36,2,C36-2,BDIA,2081,0.0785,,
C,36,3,C36-3,RCAES,2082,,,
C,36,4,C36-4,ABIG,2083,,,
C,36,5,C36-5,PLAB,2084,,,
C,36,6,C36-6,ABIG,2085,,,
C,36,7,C36-7,PLAB,2086,,,
C,36,8,C36-8,BDIA,2087,0.0604,,
C,36,9,C36-9,RCAES,2088,,,
C,37,1,C37-1,BDIA,2089,0.0167,,
C,37,2,C37-2,BDIA,2090,0.032,,
C,37,3,C37-3,ABIG,2091,,,
C,37,4,C37-4,BDIA,2092,0.0538,,
C,37,5,C37-5,BDIA,2093,,,
C,37,6,C37-6,PLAB,2094,,,
C,37,7,C37-7,ABIG,2095,,,
C,37,8,C37-8,RCAES,2096,,,
C,37,9,C37-9,RCAES,2097,,,
C,37,10,C37-10,BDIA,2098,0.106,,
C,37,11,C37-11,PLAB,2099,,,
C,37,12,C37-12,BDIA,2100,0.0542,,
C,38,1,C38-1,RCAES,2101,,,
C,38,2,C38-2,BDIA,2102,0.1382,,
C,38,3,C38-3,ABIG,2103,,,
C,38,4,C38-4,PLAB,2104,,,
C,38,5,C38-5,BDIA,2105,,,
C,38,6,C38-6,ABIG,2106,,,
C,38,7,C38-7,RCAES,2107,,,
C,38,8,C38-8,BDIA,2108,0.0471,,
C,38,9,C38-9,PLAB,2109,,,
C,38,10,C38-10,BDIA,2110,0.1402,,
C,38,11,C38-11,BDIA,2111,0.149,,
C,38,12,C38-12,BDIA,2112,0.1664,,
C,39,1,C39-1,BDIA,2113,0.2962,,
C,39,2,C39-2,BDIA,2114,0.3499,,
C,39,3,C39-3,ABIG,2115,,,
C,39,4,C39-4,RCAES,2116,,,
C,39,5,C39-5,BDIA,2117,,,
C,39,6,C39-6,BDIA,2118,0.026,,
C,39,7,C39-7,BDIA,2119,0.3073,,
C,39,8,C39-8,RCAES,2120,,,
C,39,9,C39-9,ABIG,2121,,,
C,39,10,C39-10,PLAB,2122,,,
C,39,11,C39-11,PLAB,2123,,,
C,39,12,C39-12,BDIA,2124,,,
C,40,1,C40-1,ABIG,2125,,,
C,40,2,C40-2,PLAB,2126,,,
C,40,3,C40-3,RCAES,2127,,,
C,40,4,C40-4,RCAES,2128,,,
C,40,5,C40-5,PLAB,2129,,,
C,40,6,C40-6,RCAES,2130,,,
C,40,7,C40-7,ABIG,2131,,,
C,40,8,C40-8,PLAB,2132,,,
C,40,9,C40-9,BDIA,2133,0.0549,,
C,40,10,C40-10,BDIA,2134,0.0395,,
C,40,11,C40-11,BDIA,2135,0.0605,,
C,40,12,C40-12,ABIG,2136,,,
C,41,1,C41-1,RCAES,2137,,,
C,41,2,C41-2,BDIA,2138,0.1122,,
C,41,3,C41-3,ABIG,2139,,,
C,41,4,C41-4,PLAB,2140,,,
C,41,5,C41-5,RCAES,2141,,,
C,41,6,C41-6,ABIG,2142,,,
C,41,7,C41-7,PLAB,2143,,,
C,41,8,C41-8,RCAES,2144,,,
C,41,9,C41-9,PLAB,2145,,,
C,41,10,C41-10,ABIG,2146,,,
C,41,11,C41-11,BDIA,2147,0.241,,
C,41,12,C41-12,BDIA,2148,0.1783,,
C,42,1,C42-1,BDIA,2149,,,
C,42,2,C42-2,PLAB,2150,,,
C,42,3,C42-3,ABIG,2151,,,
C,42,4,C42-4,RCAES,2152,,,
C,42,5,C42-5,BDIA,2153,0.04256,,
C,42,6,C42-6,RCAES,2154,,,
C,42,7,C42-7,ABIG,2155,,,
C,42,8,C42-8,BDIA,2156,,,
C,42,9,C42-9,PLAB,2157,,,
C,42,10,C42-10,RCAES,2158,,,
C,42,11,C42-11,PLAB,2159,,,
C,42,12,C42-12,ABIG,2160,,,
C,43,1,C43-1,ABAR,2161,,,
C,43,2,C43-2,ABAR,2162,,,
C,43,3,C43-3,ABAR,2163,,,
C,44,1,C44-1,ABAR,2164,,,
C,44,2,C44-2,ABAR,2165,,,
C,44,3,C44-3,ABAR,2166,,,
C,45,1,C45-1,ABAR,2167,,,
C,45,2,C45-2,ABAR,2168,,,
C,45,3,C45-3,ABAR,2169,,,missing data
C,46,1,C46-1,ABAR,2170,,,
C,46,2,C46-2,ABAR,2171,,,
C,46,3,C46-3,ABAR,2172,,,
C,46,4,C46-4,ABAR,2173,,,
C,46,5,C46-5,ABAR,2174,,,
C,46,6,C46-6,ABAR,2175,,,
C,47,1,C47-1,ABAR,2176,,,
C,47,2,C47-2,ABAR,2177,,,
C,47,3,C47-3,ABAR,2178,,,
C,47,4,C47-4,ABAR,2179,,,
C,47,5,C47-5,ABAR,2180,,,
C,47,6,C47-6,ABAR,2181,,,
C,48,1,C48-1,ABAR,2182,,,
C,48,2,C48-2,ABAR,2183,,,
C,48,3,C48-3,ABAR,2184,,,
C,48,4,C48-4,ABAR,2185,,,
C,48,5,C48-5,ABAR,2186,,,
C,48,6,C48-6,ABAR,2187,,,
C,49,1,C49-1,ABAR,2188,,,
C,49,2,C49-2,ABAR,2189,,,
C,49,3,C49-3,ABAR,2190,,,
C,49,4,C49-4,ABAR,2191,,,
C,49,5,C49-5,ABAR,2192,,,
C,49,6,C49-6,ABAR,2193,,,
C,49,7,C49-7,ABAR,2194,,,
C,49,8,C49-8,ABAR,2195,,,
C,49,9,C49-9,ABAR,2196,,,
C,50,1,C50-1,ABAR,2197,,,
C,50,2,C50-2,ABAR,2198,,,
C,50,3,C50-3,ABAR,2199,,,
C,50,4,C50-4,ABAR,2200,,,
C,50,5,C50-5,ABAR,2201,,,
C,50,6,C50-6,ABAR,2202,,,
C,50,7,C50-7,ABAR,2203,,,
C,50,8,C50-8,ABAR,2204,,,
C,50,9,C50-9,ABAR,2205,,,
C,51,1,C51-1,ABAR,2206,,,
C,51,2,C51-2,ABAR,2207,,,
C,51,3,C51-3,ABAR,2208,,,
C,51,4,C51-4,ABAR,2209,,,
C,51,5,C51-5,ABAR,2210,,,
C,51,6,C51-6,ABAR,2211,,,
C,51,7,C51-7,ABAR,2212,,,
C,51,8,C51-8,ABAR,2213,,,
C,51,9,C51-9,ABAR,2214,,,
C,52,1,C52-1,ABAR,2215,,,
C,52,2,C52-2,ABAR,2216,,,
C,52,3,C52-3,ABAR,2217,,,
C,52,4,C52-4,ABAR,2218,,,
C,52,5,C52-5,ABAR,2219,,,
C,52,6,C52-6,ABAR,2220,,,
C,52,7,C52-7,ABAR,2221,,,
C,52,8,C52-8,ABAR,2222,,,
C,52,9,C52-9,ABAR,2223,,,
C,52,10,C52-10,ABAR,2224,,,
C,52,11,C52-11,ABAR,2225,,,
C,52,12,C52-12,ABAR,2226,,,
C,53,1,C53-1,ABAR,2227,,,
C,53,2,C53-2,ABAR,2228,,,
C,53,3,C53-3,ABAR,2229,,,
C,53,4,C53-4,ABAR,2230,,,
C,53,5,C53-5,ABAR,2231,,,
C,53,6,C53-6,ABAR,2232,,,
C,53,7,C53-7,ABAR,2233,,,
C,53,8,C53-8,ABAR,2234,,,
C,53,9,C53-9,ABAR,2235,,,
C,53,10,C53-10,ABAR,2236,,,
C,53,11,C53-11,ABAR,2237,,,
C,53,12,C53-12,ABAR,2238,,,
C,54,1,C54-1,ABAR,2239,,,
C,54,2,C54-2,ABAR,2240,,,
C,54,3,C54-3,ABAR,2241,,,
C,54,4,C54-4,ABAR,2242,,,
C,54,5,C54-5,ABAR,2243,,,
C,54,6,C54-6,ABAR,2244,,,
C,54,7,C54-7,ABAR,2245,,,
C,54,8,C54-8,ABAR,2246,,,
C,54,9,C54-9,ABAR,2247,,,
C,54,10,C54-10,ABAR,2248,,,
C,54,11,C54-11,ABAR,2249,,,
C,54,12,C54-12,ABAR,2250,,,
C,55,1,C55-1,PLAB,2251,,,
C,55,2,C55-2,RCAES,2252,,,
C,55,3,C55-3,ABIG,2253,,,
C,55,4,C55-4,ABAR,2254,,,
C,55,5,C55-5,ABAR,2255,,,
C,55,6,C55-6,ABAR,2256,,,
C,56,1,C56-1,PLAB,2257,,,
C,56,2,C56-2,RCAES,2258,,,
C,56,3,C56-3,ABIG,2259,,,
C,56,4,C56-4,ABAR,2260,,,
C,56,5,C56-5,ABAR,2261,,,
C,56,6,C56-6,ABAR,2262,,,
C,57,1,C57-1,ABIG,2263,,,
C,57,2,C57-2,ABAR,2264,,,
C,57,3,C57-3,ABAR,2265,,,
C,57,4,C57-4,ABAR,2266,,,
C,57,5,C57-5,PLAB,2267,,,
C,57,6,C57-6,RCAES,2268,,,
C,58,1,C58-1,ABAR,2269,,,
C,58,2,C58-2,ABAR,2270,,,
C,58,3,C58-3,ABAR,2271,,,
C,58,4,C58-4,ABAR,2272,,,
C,58,5,C58-5,ABIG,2273,,,
C,58,6,C58-6,ABAR,2274,,,
C,58,7,C58-7,ABAR,2275,,,
C,58,8,C58-8,RCAES,2276,,,
C,58,9,C58-9,PLAB,2277,,,
C,59,1,C59-1,ABAR,2278,,,
C,59,2,C59-2,RCAES,2279,,,
C,59,3,C59-3,ABIG,2280,,,
C,59,4,C59-4,PLAB,2281,,,
C,59,5,C59-5,ABAR,2282,,,
C,59,6,C59-6,ABAR,2283,,,
C,59,7,C59-7,ABAR,2284,,,
C,59,8,C59-8,ABAR,2285,,,
C,59,9,C59-9,ABAR,2286,,,
C,60,1,C60-1,ABAR,2287,,,
C,60,2,C60-2,ABAR,2288,,,
C,60,3,C60-3,RCAES,2289,,,
C,60,4,C60-4,ABAR,2290,,,
C,60,5,C60-5,ABAR,2291,,,
C,60,6,C60-6,ABAR,2292,,,
C,60,7,C60-7,ABAR,2293,,,
C,60,8,C60-8,ABIG,2294,,,
C,60,9,C60-9,PLAB,2295,,,
C,61,1,C61-1,ABAR,2296,,,
C,61,2,C61-2,RCAES,2297,,,
C,61,3,C61-3,ABAR,2298,,,
C,61,4,C61-4,ABAR,2299,,,
C,61,5,C61-5,PLAB,2300,,,
C,61,6,C61-6,ABAR,2301,,,
C,61,7,C61-7,ABAR,2302,,,
C,61,8,C61-8,ABAR,2303,,,
C,61,9,C61-9,ABAR,2304,,,
C,61,10,C61-10,ABAR,2305,,,
C,61,11,C61-11,ABIG,2306,,,
C,61,12,C61-12,ABAR,2307,,,
C,62,1,C62-1,ABIG,2308,,,
C,62,2,C62-2,ABAR,2309,,,
C,62,3,C62-3,RCAES,2310,,,
C,62,4,C62-4,ABAR,2311,,,
C,62,5,C62-5,ABAR,2312,,,
C,62,6,C62-6,ABAR,2313,,,
C,62,7,C62-7,ABAR,2314,,,
C,62,8,C62-8,ABAR,2315,,,
C,62,9,C62-9,ABAR,2316,,,
C,62,10,C62-10,ABAR,2317,,,
C,62,11,C62-11,PLAB,2318,,,
C,62,12,C62-12,ABAR,2319,,,
C,63,1,C63-1,ABIG,2320,,,
C,63,2,C63-2,PLAB,2321,,,
C,63,3,C63-3,ABAR,2322,,,
C,63,4,C63-4,ABAR,2323,,,
C,63,5,C63-5,ABAR,2324,,,
C,63,6,C63-6,ABAR,2325,,,
C,63,7,C63-7,ABAR,2326,,,
C,63,8,C63-8,RCAES,2327,,,
C,63,9,C63-9,ABAR,2328,,,
C,63,10,C63-10,ABAR,2329,,,
C,63,11,C63-11,ABAR,2330,,,
C,63,12,C63-12,ABAR,2331,,,
C,64,1,C64-1,ABAR,2332,,,
C,64,2,C64-2,ABIG,2333,,,
C,64,3,C64-3,ABAR,2334,,,
C,64,4,C64-4,ABAR,2335,,,
C,64,5,C64-5,PLAB,2336,,,
C,64,6,C64-6,PLAB,2337,,,
C,64,7,C64-7,ABIG,2338,,,
C,64,8,C64-8,RCAES,2339,,,
C,64,9,C64-9,RCAES,2340,,,
C,65,1,C65-1,ABAR,2341,,,
C,65,2,C65-2,ABAR,2342,,,
C,65,3,C65-3,ABIG,2343,,,
C,65,4,C65-4,ABAR,2344,,,
C,65,5,C65-5,PLAB,2345,,,
C,65,6,C65-6,RCAES,2346,,,
C,65,7,C65-7,PLAB,2347,,,
C,65,8,C65-8,ABIG,2348,,,
C,65,9,C65-9,RCAES,2349,,,
C,66,1,C66-1,PLAB,2350,,,
C,66,2,C66-2,PLAB,2351,,,
C,66,3,C66-3,ABIG,2352,,,
C,66,4,C66-4,RCAES,2353,,,
C,66,5,C66-5,ABIG,2354,,,
C,66,6,C66-6,ABAR,2355,,,
C,66,7,C66-7,ABAR,2356,,,
C,66,8,C66-8,ABAR,2357,,,
C,66,9,C66-9,RCAES,2358,,,
C,67,1,C67-1,ABAR,2359,,,
C,67,2,C67-2,RCAES,2360,,,
C,67,3,C67-3,ABIG,2361,,,
C,67,4,C67-4,ABAR,2362,,,
C,67,5,C67-5,PLAB,2363,,,
C,67,6,C67-6,ABIG,2364,,,
C,67,7,C67-7,ABAR,2365,,,
C,67,8,C67-8,PLAB,2366,,,
C,67,9,C67-9,RCAES,2367,,,
C,67,10,C67-10,ABAR,2368,,,
C,67,11,C67-11,ABAR,2369,,,
C,67,12,C67-12,ABAR,2370,,,
C,68,1,C68-1,ABAR,2371,,,
C,68,2,C68-2,RCAES,2372,,,
C,68,3,C68-3,ABIG,2373,,,
C,68,4,C68-4,ABIG,2374,,,
C,68,5,C68-5,PLAB,2375,,,
C,68,6,C68-6,ABAR,2376,,,
C,68,7,C68-7,ABAR,2377,,,
C,68,8,C68-8,ABAR,2378,,,
C,68,9,C68-9,ABAR,2379,,,
C,68,10,C68-10,PLAB,2380,,,
C,68,11,C68-11,RCAES,2381,,,
C,68,12,C68-12,ABAR,2382,,,
C,69,1,C69-1,RCAES,2383,,,
C,69,2,C69-2,ABIG,2384,,,
C,69,3,C69-3,RCAES,2385,,,
C,69,4,C69-4,ABIG,2386,,,
C,69,5,C69-5,ABAR,2387,,,
C,69,6,C69-6,ABAR,2388,,,
C,69,7,C69-7,ABAR,2389,,,
C,69,8,C69-8,ABAR,2390,,,
C,69,9,C69-9,PLAB,2391,,,
C,69,10,C69-10,PLAB,2392,,,
C,69,11,C69-11,ABAR,2393,,,
C,69,12,C69-12,ABAR,2394,,,
C,70,1,C70-1,PLAB,2395,,,
C,70,2,C70-2,ABAR,2396,,,
C,70,3,C70-3,ABAR,2397,,,
C,70,4,C70-4,RCAES,2398,,,
C,70,5,C70-5,ABIG,2399,,,
C,70,6,C70-6,ABIG,2400,,,
C,70,7,C70-7,RCAES,2401,,,
C,70,8,C70-8,RCAES,2402,,,
C,70,9,C70-9,PLAB,2403,,,
C,70,10,C70-10,ABAR,2404,,,
C,70,11,C70-11,PLAB,2405,,,
C,70,12,C70-12,ABIG,2406,,,
C,71,1,C71-1,PLAB,2407,,,
C,71,2,C71-2,ABAR,2408,,,
C,71,3,C71-3,ABAR,2409,,,
C,71,4,C71-4,RCAES,2410,,,
C,71,5,C71-5,RCAES,2411,,,
C,71,6,C71-6,ABIG,2412,,,
C,71,7,C71-7,ABAR,2413,,,
C,71,8,C71-8,ABIG,2414,,,
C,71,9,C71-9,ABIG,2415,,,
C,71,10,C71-10,RCAES,2416,,,
C,71,11,C71-11,PLAB,2417,,,
C,71,12,C71-12,PLAB,2418,,,
C,72,1,C72-1,PLAB,2419,,,
C,72,2,C72-2,RCAES,2420,,,
C,72,3,C72-3,ABIG,2421,,,
C,72,4,C72-4,ABIG,2422,,,
C,72,5,C72-5,ABAR,2423,,,
C,72,6,C72-6,PLAB,2424,,,
C,72,7,C72-7,ABIG,2425,,,
C,72,8,C72-8,RCAES,2426,,,
C,72,9,C72-9,RCAES,2427,,,
C,72,10,C72-10,ABAR,2428,,,
C,72,11,C72-11,ABAR,2429,,,
C,72,12,C72-12,PLAB,2430,,,
C,73,1,C73-1,ECUR,2431,,,
C,73,2,C73-2,ECUR,2432,,,
C,73,3,C73-3,ECUR,2433,,,
C,74,1,C74-1,ECUR,2434,0.0189,,
C,74,2,C74-2,ECUR,2435,0.0181,,
C,74,3,C74-3,ECUR,2436,0.0151,,
C,75,1,C75-1,ECUR,2437,0.0451,,
C,75,2,C75-2,ECUR,2438,0.0394,,
C,75,3,C75-3,ECUR,2439,0.0286,,
C,76,1,C76-1,ECUR,2440,,,
C,76,2,C76-2,ECUR,2441,,,
C,76,3,C76-3,ECUR,2442,,,
C,76,4,C76-4,ECUR,2443,,,
C,76,5,C76-5,ECUR,2444,,,
C,76,6,C76-6,ECUR,2445,,,
C,77,1,C77-1,ECUR,2446,0.0098,,
C,77,2,C77-2,ECUR,2447,,,
C,77,3,C77-3,ECUR,2448,,,
C,77,4,C77-4,ECUR,2449,0.0057,,
C,77,5,C77-5,ECUR,2450,,,
C,77,6,C77-6,ECUR,2451,0.0116,,
C,78,1,C78-1,ECUR,2452,0.0376,,
C,78,2,C78-2,ECUR,2453,0.0122,,
C,78,3,C78-3,ECUR,2454,0.0395,,
C,78,4,C78-4,ECUR,2455,0.018,,
C,78,5,C78-5,ECUR,2456,0.0139,,
C,78,6,C78-6,ECUR,2457,,,
C,79,1,C79-1,ECUR,2458,,,
C,79,2,C79-2,ECUR,2459,,,
C,79,3,C79-3,ECUR,2460,,,
C,79,4,C79-4,ECUR,2461,,,
C,79,5,C79-5,ECUR,2462,,,
C,79,6,C79-6,ECUR,2463,,,
C,79,7,C79-7,ECUR,2464,,,
C,79,8,C79-8,ECUR,2465,,,
C,79,9,C79-9,ECUR,2466,,,
C,80,1,C80-1,ECUR,2467,,,
C,80,2,C80-2,ECUR,2468,,,
C,80,3,C80-3,ECUR,2469,,,
C,80,4,C80-4,ECUR,2470,,,
C,80,5,C80-5,ECUR,2471,,,
C,80,6,C80-6,ECUR,2472,,,
C,80,7,C80-7,ECUR,2473,,,
C,80,8,C80-8,ECUR,2474,,,
C,80,9,C80-9,ECUR,2475,,,
C,81,1,C81-1,ECUR,2476,,,
C,81,2,C81-2,ECUR,2477,,,
C,81,3,C81-3,ECUR,2478,0.0127,,
C,81,4,C81-4,ECUR,2479,,,
C,81,5,C81-5,ECUR,2480,0.0251,,
C,81,6,C81-6,ECUR,2481,,,
C,81,7,C81-7,ECUR,2482,,,
C,81,8,C81-8,ECUR,2483,0.0101,,
C,81,9,C81-9,ECUR,2484,,,
C,82,1,C82-1,ECUR,2485,,,
C,82,2,C82-2,ECUR,2486,,,
C,82,3,C82-3,ECUR,2487,,,
C,82,4,C82-4,ECUR,2488,,,
C,82,5,C82-5,ECUR,2489,,,
C,82,6,C82-6,ECUR,2490,,,
C,82,7,C82-7,ECUR,2491,,,
C,82,8,C82-8,ECUR,2492,,,
C,82,9,C82-9,ECUR,2493,,,
C,82,10,C82-10,ECUR,2494,,,
C,82,11,C82-11,ECUR,2495,,,
C,82,12,C82-12,ECUR,2496,,,
C,83,1,C83-1,ECUR,2497,,,
C,83,2,C83-2,ECUR,2498,,,
C,83,3,C83-3,ECUR,2499,,,
C,83,4,C83-4,ECUR,2500,,,
C,83,5,C83-5,ECUR,2501,,,
C,83,6,C83-6,ECUR,2502,,,
C,83,7,C83-7,ECUR,2503,,,
C,83,8,C83-8,ECUR,2504,,,
C,83,9,C83-9,ECUR,2505,,,
C,83,10,C83-10,ECUR,2506,,,
C,83,11,C83-11,ECUR,2507,,,
C,83,12,C83-12,ECUR,2508,,,
C,84,1,C84-1,ECUR,2509,,,
C,84,2,C84-2,ECUR,2510,,,
C,84,3,C84-3,ECUR,2511,,,
C,84,4,C84-4,ECUR,2512,,,
C,84,5,C84-5,ECUR,2513,,,
C,84,6,C84-6,ECUR,2514,,,
C,84,7,C84-7,ECUR,2515,,,
C,84,8,C84-8,ECUR,2516,,,
C,84,9,C84-9,ECUR,2517,,,
C,84,10,C84-10,ECUR,2518,,,
C,84,11,C84-11,ECUR,2519,0.0142,,
C,84,12,C84-12,ECUR,2520,,,
C,85,1,C85-1,ECUR,2521,,,
C,85,2,C85-2,ABIG,2522,,,
C,85,3,C85-3,PLAB,2523,,,
C,85,4,C85-4,RCAES,2524,,,
C,85,5,C85-5,ECUR,2525,,,
C,85,6,C85-6,ECUR,2526,,,
C,86,1,C86-1,ABIG,2527,,,
C,86,2,C86-2,ECUR,2528,,,
C,86,3,C86-3,RCAES,2529,,,
C,86,4,C86-4,ECUR,2530,,,
C,86,5,C86-5,PLAB,2531,,,
C,86,6,C86-6,ECUR,2532,,,
C,87,1,C87-1,ECUR,2533,,,
C,87,2,C87-2,ECUR,2534,0.0245,,
C,87,3,C87-3,RCAES,2535,,,
C,87,4,C87-4,ECUR,2536,,,
C,87,5,C87-5,ABIG,2537,,,
C,87,6,C87-6,PLAB,2538,,,
C,88,1,C88-1,RCAES,2539,,,
C,88,2,C88-2,ECUR,2540,,,
C,88,3,C88-3,ECUR,2541,,,
C,88,4,C88-4,ECUR,2542,,,
C,88,5,C88-5,ECUR,2543,,,
C,88,6,C88-6,ECUR,2544,,,
C,88,7,C88-7,ECUR,2545,,,
C,88,8,C88-8,ABIG,2546,,,
C,88,9,C88-9,PLAB,2547,,,
C,89,1,C89-1,ECUR,2548,,,
C,89,2,C89-2,RCAES,2549,,,
C,89,3,C89-3,ECUR,2550,,,
C,89,4,C89-4,ECUR,2551,,,
C,89,5,C89-5,ECUR,2552,,,
C,89,6,C89-6,PLAB,2553,,,
C,89,7,C89-7,ECUR,2554,,,
C,89,8,C89-8,ECUR,2555,,,
C,89,9,C89-9,ABIG,2556,0.1004,,
C,90,1,C90-1,ECUR,2557,,,
C,90,2,C90-2,ECUR,2558,,,
C,90,3,C90-3,ECUR,2559,,,
C,90,4,C90-4,ECUR,2560,0.0161,,
C,90,5,C90-5,ECUR,2561,,,
C,90,6,C90-6,RCAES,2562,,,
C,90,7,C90-7,ECUR,2563,,,
C,90,8,C90-8,PLAB,2564,,,
